Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A,Conv2d Count,BatchNorm2d Count,Dropout Count,AdaptiveAvgPool2d Count,Linear Count
input_channels:1_num_classes:843_depth:21_arch:residual_base_filters:93_batch:18_input_size:198_act:relu_dropout:0.2926849636875485_dropout:False_batchnorm:True.out,0,"[('ReLU', 39204, 0), ('ReLU', 39204, 0), ('ReLU', 9801, 0), ('ReLU', 9801, 0), ('ReLU', 9801, 0), ('ReLU', 9801, 0), ('ReLU', 2500, 0), ('ReLU', 2500, 0), ('ReLU', 2500, 0), ('ReLU', 2500, 0), ('ReLU', 625, 0), ('ReLU', 625, 0), ('ReLU', 625, 0), ('ReLU', 625, 0), ('ReLU', 169, 0), ('ReLU', 169, 0), ('ReLU', 169, 0), ('ReLU', 169, 0), ('ReLU', 49, 0), ('ReLU', 49, 0)]",ReLU,130886,0,18,6761,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:862_depth:21_arch:pyramid_base_filters:108_batch:42_input_size:158_act:elu_dropout:0.3924324572131973_dropout:False_batchnorm:True.out,0,"[('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0), ('ELU', 24964, 0)]",ELU,524244,0,42,38919,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:287_depth:12_arch:uniform_base_filters:71_batch:22_input_size:60_act:leaky_relu_dropout:0.3436987187418916_dropout:True_batchnorm:True.out,0,"[('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0), ('LeakyReLU', 3600, 0), ('Dropout', 3600, 0)]",LeakyReLU,86400,0,22,2749,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:384_depth:20_arch:dense_base_filters:82_batch:62_input_size:110_act:gelu_dropout:0.4204776397309634_dropout:True_batchnorm:True.out,0,"[('GELU', 12100, 0), ('Dropout', 12100, 0), ('GELU', 12100, 0), ('Dropout', 12100, 0), ('GELU', 12100, 0), ('Dropout', 12100, 0), ('GELU', 12100, 0), ('Dropout', 12100, 0), ('ReLU', 12100, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0), ('GELU', 3025, 0), ('Dropout', 3025, 0)]",GELU,205700,0,62,10677,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:90_depth:14_arch:uniform_base_filters:91_batch:58_input_size:106_act:softplus_dropout:0.3790937207446956_dropout:False_batchnorm:True.out,0,"[('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0), ('Softplus', 11236, 0)]",Softplus,157304,0,58,12883,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:77_depth:9_arch:residual_base_filters:35_batch:30_input_size:60_act:softplus_dropout:0.4353471524554856_dropout:False_batchnorm:True.out,0,"[('Softplus', 3600, 0), ('Softplus', 3600, 0), ('Softplus', 900, 0), ('Softplus', 900, 0), ('Softplus', 900, 0), ('Softplus', 900, 0), ('Softplus', 225, 0), ('Softplus', 225, 0)]",Softplus,11250,0,30,2087,67.12698412698413,0.6296060606060603,0.47064406779661,0.18510169491525436,0.060842105263157864,0,0,0,0,0
input_channels:1_num_classes:732_depth:14_arch:dense_base_filters:22_batch:60_input_size:84_act:tanh_dropout:0.3218057692042491_dropout:True_batchnorm:False.out,0,"[('Tanh', 7056, 0), ('Dropout', 7056, 0), ('Tanh', 7056, 0), ('Dropout', 7056, 0), ('Tanh', 7056, 0), ('Dropout', 7056, 0), ('Tanh', 7056, 0), ('Dropout', 7056, 0), ('ReLU', 7056, 0), ('Tanh', 1764, 0), ('Dropout', 1764, 0), ('Tanh', 1764, 0), ('Dropout', 1764, 0), ('Tanh', 1764, 0), ('Dropout', 1764, 0), ('Tanh', 1764, 0), ('Dropout', 1764, 0), ('Tanh', 1764, 0), ('Dropout', 1764, 0), ('Tanh', 1764, 0), ('Dropout', 1764, 0), ('Tanh', 1764, 0), ('Dropout', 1764, 0), ('Tanh', 1764, 0), ('Dropout', 1764, 0)]",Tanh,91728,0,60,4507,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:735_depth:18_arch:uniform_base_filters:31_batch:20_input_size:8_act:prelu_dropout:0.1882195461077959_dropout:True_batchnorm:True.out,0,"[('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0)]",PReLU,2304,0,20,1753,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:728_depth:12_arch:pyramid_base_filters:99_batch:42_input_size:84_act:selu_dropout:0.2554205006414654_dropout:False_batchnorm:True.out,0,"[('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0), ('SELU', 7056, 0)]",SELU,84672,0,42,37125,94.24615384615385,0.9195303030303036,0.9303272727272727,0.2581818181818182,0.00963636363636364,0,0,0,0,0
input_channels:1_num_classes:393_depth:15_arch:uniform_base_filters:96_batch:62_input_size:60_act:prelu_dropout:0.15013931643409278_dropout:False_batchnorm:True.out,0,"[('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0), ('PReLU', 3600, 0)]",PReLU,54000,0,62,6101,85.01515151515152,0.8739538461538461,0.8433333333333336,0.3817368421052632,0.02468421052631578,0,0,0,0,0
input_channels:3_num_classes:79_depth:23_arch:residual_base_filters:106_batch:34_input_size:38_act:elu_dropout:0.16534531128920466_dropout:False_batchnorm:True.out,0,"[('ELU', 1444, 0), ('ELU', 1444, 0), ('ELU', 361, 0), ('ELU', 361, 0), ('ELU', 361, 0), ('ELU', 361, 0), ('ELU', 100, 0), ('ELU', 100, 0), ('ELU', 100, 0), ('ELU', 100, 0), ('ELU', 25, 0), ('ELU', 25, 0)]",ELU,4782,0,34,2221,66.828125,0.6312187499999998,0.4749245283018867,0.17094339622641513,0.03347368421052633,0,0,0,0,0
input_channels:3_num_classes:476_depth:27_arch:dense_base_filters:101_batch:46_input_size:208_act:elu_dropout:0.4177586317026697_dropout:True_batchnorm:True.out,0,"[('ELU', 43264, 0), ('Dropout', 43264, 0), ('ELU', 43264, 0), ('Dropout', 43264, 0), ('ELU', 43264, 0), ('Dropout', 43264, 0), ('ELU', 43264, 0), ('Dropout', 43264, 0), ('ReLU', 43264, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0), ('ELU', 10816, 0), ('Dropout', 10816, 0)]",ELU,822016,0,46,38725,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:206_depth:7_arch:pyramid_base_filters:74_batch:40_input_size:194_act:relu_dropout:0.12265984773267134_dropout:True_batchnorm:False.out,0,"[('ReLU', 37636, 0), ('Dropout', 37636, 0), ('ReLU', 37636, 0), ('Dropout', 37636, 0), ('ReLU', 37636, 0), ('Dropout', 37636, 0), ('ReLU', 37636, 0), ('Dropout', 37636, 0), ('ReLU', 37636, 0), ('Dropout', 37636, 0), ('ReLU', 37636, 0), ('Dropout', 37636, 0), ('ReLU', 37636, 0), ('Dropout', 37636, 0)]",ReLU,526904,0,40,39495,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:43_depth:12_arch:gradual_base_filters:37_batch:34_input_size:78_act:softplus_dropout:0.10002533239732157_dropout:False_batchnorm:True.out,0,"[('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0), ('Softplus', 6084, 0)]",Softplus,73008,0,34,6797,94.0625,0.9099206349206341,0.8424642857142859,0.35224999999999984,0.04418181818181818,0,0,0,0,0
input_channels:1_num_classes:98_depth:10_arch:gradual_base_filters:72_batch:12_input_size:142_act:gelu_dropout:0.396007350209595_dropout:True_batchnorm:False.out,0,"[('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0), ('GELU', 20164, 0), ('Dropout', 20164, 0)]",GELU,403280,0,12,8457,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:991_depth:15_arch:bottleneck_base_filters:20_batch:4_input_size:70_act:prelu_dropout:0.2837078231425403_dropout:False_batchnorm:True.out,0,"[('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0), ('PReLU', 4900, 0)]",PReLU,73500,0,4,4031,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:381_depth:13_arch:hourglass_base_filters:42_batch:4_input_size:64_act:mish_dropout:0.17048942803638667_dropout:False_batchnorm:True.out,0,"[('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0), ('Mish', 4096, 0)]",Mish,53248,0,4,3375,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:59_depth:26_arch:hourglass_base_filters:73_batch:38_input_size:142_act:elu_dropout:0.3243563683861581_dropout:False_batchnorm:False.out,0,"[('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0), ('ELU', 20164, 0)]",ELU,524264,0,38,39463,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:393_depth:9_arch:bottleneck_base_filters:80_batch:50_input_size:26_act:elu_dropout:0.4654172216293838_dropout:True_batchnorm:False.out,0,"[('ELU', 676, 0), ('Dropout', 676, 0), ('ELU', 676, 0), ('Dropout', 676, 0), ('ELU', 676, 0), ('Dropout', 676, 0), ('ELU', 676, 0), ('Dropout', 676, 0), ('ELU', 676, 0), ('Dropout', 676, 0), ('ELU', 676, 0), ('Dropout', 676, 0), ('ELU', 676, 0), ('Dropout', 676, 0), ('ELU', 676, 0), ('Dropout', 676, 0), ('ELU', 676, 0), ('Dropout', 676, 0)]",ELU,12168,0,50,4693,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:446_depth:27_arch:dense_base_filters:106_batch:8_input_size:162_act:gelu_dropout:0.3929022040874317_dropout:True_batchnorm:False.out,0,"[('GELU', 26244, 0), ('Dropout', 26244, 0), ('GELU', 26244, 0), ('Dropout', 26244, 0), ('GELU', 26244, 0), ('Dropout', 26244, 0), ('GELU', 26244, 0), ('Dropout', 26244, 0), ('ReLU', 26244, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0), ('GELU', 6561, 0), ('Dropout', 6561, 0)]",GELU,498636,0,8,5155,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:209_depth:24_arch:dense_base_filters:110_batch:2_input_size:32_act:selu_dropout:0.1713059138596555_dropout:True_batchnorm:False.out,0,"[('SELU', 1024, 0), ('Dropout', 1024, 0), ('SELU', 1024, 0), ('Dropout', 1024, 0), ('SELU', 1024, 0), ('Dropout', 1024, 0), ('SELU', 1024, 0), ('Dropout', 1024, 0), ('ReLU', 1024, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0), ('SELU', 256, 0), ('Dropout', 256, 0)]",SELU,19456,0,2,1823,38.707692307692305,0.36138461538461525,0.14568333333333333,0.02296610169491527,0.02751785714285716,0,0,0,0,0
input_channels:3_num_classes:909_depth:13_arch:bottleneck_base_filters:125_batch:52_input_size:164_act:prelu_dropout:0.4815733585783052_dropout:True_batchnorm:True.out,0,"[('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0), ('PReLU', 26896, 0), ('Dropout', 26896, 0)]",PReLU,699296,0,52,39113,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:978_depth:21_arch:uniform_base_filters:47_batch:38_input_size:136_act:gelu_dropout:0.22952969773549559_dropout:True_batchnorm:True.out,0,"[('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0), ('GELU', 18496, 0), ('Dropout', 18496, 0)]",GELU,776832,0,38,11593,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:818_depth:6_arch:uniform_base_filters:121_batch:8_input_size:96_act:gelu_dropout:0.17298375388841042_dropout:False_batchnorm:False.out,0,"[('GELU', 9216, 0), ('GELU', 9216, 0), ('GELU', 9216, 0), ('GELU', 9216, 0), ('GELU', 9216, 0), ('GELU', 9216, 0)]",GELU,55296,0,8,2449,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:351_depth:9_arch:uniform_base_filters:126_batch:40_input_size:96_act:mish_dropout:0.2869142036626254_dropout:False_batchnorm:True.out,0,"[('Mish', 9216, 0), ('Mish', 9216, 0), ('Mish', 9216, 0), ('Mish', 9216, 0), ('Mish', 9216, 0), ('Mish', 9216, 0), ('Mish', 9216, 0), ('Mish', 9216, 0), ('Mish', 9216, 0)]",Mish,82944,0,40,7789,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:7_depth:29_arch:uniform_base_filters:114_batch:6_input_size:188_act:tanh_dropout:0.23363647991396866_dropout:True_batchnorm:True.out,0,"[('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0), ('Tanh', 35344, 0), ('Dropout', 35344, 0)]",Tanh,2049952,0,6,13429,94.765625,0.9066153846153843,0.9155964912280696,0.45300000000000007,0.025350877192982468,0,0,0,0,0
input_channels:1_num_classes:730_depth:12_arch:bottleneck_base_filters:19_batch:30_input_size:58_act:softplus_dropout:0.152952532515687_dropout:False_batchnorm:False.out,0,"[('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0), ('Softplus', 3364, 0)]",Softplus,40368,0,30,7741,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:959_depth:6_arch:uniform_base_filters:91_batch:62_input_size:118_act:leaky_relu_dropout:0.16185851689091382_dropout:False_batchnorm:False.out,0,"[('LeakyReLU', 13924, 0), ('LeakyReLU', 13924, 0), ('LeakyReLU', 13924, 0), ('LeakyReLU', 13924, 0), ('LeakyReLU', 13924, 0), ('LeakyReLU', 13924, 0)]",LeakyReLU,83544,0,62,6991,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:59_depth:28_arch:gradual_base_filters:37_batch:12_input_size:26_act:gelu_dropout:0.4584507934922769_dropout:True_batchnorm:True.out,0,"[('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0), ('GELU', 676, 0), ('Dropout', 676, 0)]",GELU,37856,0,12,2333,70.98412698412699,0.6765538461538463,0.4046440677966103,0.13311864406779667,0.04136666666666668,0,0,0,0,0
