Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A,Conv2d Count,BatchNorm2d Count,Dropout Count,AdaptiveAvgPool2d Count,Linear Count
input_channels:3_num_classes:278_depth:28_arch:uniform_base_filters:102_batch:34_input_size:44_act:prelu_dropout:0.48018482456282396_dropout:True_batchnorm:False.out,0,"[('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0), ('PReLU', 1936, 0), ('Dropout', 1936, 0)]",PReLU,108416,0,34,3613,88.921875,0.8720307692307697,0.8371071428571429,0.44005357142857127,0.01450909090909092,0,0,0,0,0
input_channels:3_num_classes:811_depth:11_arch:hourglass_base_filters:119_batch:52_input_size:220_act:softplus_dropout:0.2911008069372293_dropout:False_batchnorm:True.out,0,"[('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0), ('Softplus', 48400, 0)]",Softplus,532400,0,52,38571,43.0,0.1691666666666667,0.001,0.001,0.01,0,0,0,0,0
input_channels:1_num_classes:6_depth:4_arch:gradual_base_filters:92_batch:58_input_size:214_act:softplus_dropout:0.45313338677782167_dropout:False_batchnorm:True.out,0,"[('Softplus', 45796, 0), ('Softplus', 45796, 0), ('Softplus', 45796, 0), ('Softplus', 45796, 0)]",Softplus,183184,0,58,36991,94.515625,0.9021212121212118,0.931946428571429,0.40627272727272734,0.04482758620689656,0,0,0,0,0
input_channels:3_num_classes:784_depth:21_arch:gradual_base_filters:96_batch:2_input_size:16_act:mish_dropout:0.12932722817685494_dropout:False_batchnorm:False.out,0,"[('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0), ('Mish', 256, 0)]",Mish,5376,0,2,1911,63.078125,0.599060606060606,0.34946428571428567,0.13967857142857146,0.01075862068965518,0,0,0,0,0
input_channels:3_num_classes:147_depth:29_arch:pyramid_base_filters:100_batch:30_input_size:114_act:mish_dropout:0.47809746447217183_dropout:False_batchnorm:False.out,0,"[('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0), ('Mish', 12996, 0)]",Mish,376884,0,30,39573,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:18_depth:9_arch:residual_base_filters:120_batch:22_input_size:206_act:mish_dropout:0.17243812575151335_dropout:True_batchnorm:True.out,0,"[('Mish', 42436, 0), ('Dropout', 42436, 0), ('Mish', 42436, 0), ('Dropout', 42436, 0), ('Mish', 10609, 0), ('Dropout', 10609, 0), ('Mish', 10609, 0), ('Dropout', 10609, 0), ('Mish', 10609, 0), ('Dropout', 10609, 0), ('Mish', 10609, 0), ('Dropout', 10609, 0), ('Mish', 2704, 0), ('Dropout', 2704, 0), ('Mish', 2704, 0), ('Dropout', 2704, 0)]",Mish,265432,0,22,13539,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:277_depth:27_arch:bottleneck_base_filters:104_batch:12_input_size:36_act:tanh_dropout:0.26115809048712635_dropout:True_batchnorm:False.out,0,"[('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0), ('Tanh', 1296, 0), ('Dropout', 1296, 0)]",Tanh,69984,0,12,6147,93.96875,0.9057692307692308,0.9335185185185184,0.24605555555555553,0.006857142857142862,0,0,0,0,0
input_channels:3_num_classes:319_depth:20_arch:hourglass_base_filters:42_batch:44_input_size:192_act:tanh_dropout:0.4938783517530353_dropout:False_batchnorm:False.out,0,"[('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0), ('Tanh', 36864, 0)]",Tanh,737280,0,44,37907,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:827_depth:6_arch:gradual_base_filters:116_batch:50_input_size:30_act:swish_dropout:0.1982210181536922_dropout:True_batchnorm:True.out,0,"[('SiLU', 900, 0), ('Dropout', 900, 0), ('SiLU', 900, 0), ('Dropout', 900, 0), ('SiLU', 900, 0), ('Dropout', 900, 0), ('SiLU', 900, 0), ('Dropout', 900, 0), ('SiLU', 900, 0), ('Dropout', 900, 0), ('SiLU', 900, 0), ('Dropout', 900, 0)]",SiLU,10800,0,50,3055,81.78333333333333,0.7720625000000001,0.6948214285714285,0.2987678571428571,0.023571428571428583,0,0,0,0,0
input_channels:3_num_classes:105_depth:24_arch:residual_base_filters:20_batch:12_input_size:196_act:gelu_dropout:0.3479600683013867_dropout:True_batchnorm:False.out,0,"[('Identity', 38416, 0), ('GELU', 38416, 0), ('Dropout', 38416, 0), ('GELU', 38416, 0), ('Dropout', 38416, 0), ('Identity', 9604, 0), ('GELU', 9604, 0), ('Dropout', 9604, 0), ('GELU', 9604, 0), ('Dropout', 9604, 0), ('Identity', 9604, 0), ('GELU', 9604, 0), ('Dropout', 9604, 0), ('GELU', 9604, 0), ('Dropout', 9604, 0), ('Identity', 2401, 0), ('GELU', 2401, 0), ('Dropout', 2401, 0), ('GELU', 2401, 0), ('Dropout', 2401, 0), ('Identity', 2401, 0), ('GELU', 2401, 0), ('Dropout', 2401, 0), ('GELU', 2401, 0), ('Dropout', 2401, 0), ('Identity', 625, 0), ('GELU', 625, 0), ('Dropout', 625, 0), ('GELU', 625, 0), ('Dropout', 625, 0), ('Identity', 625, 0), ('GELU', 625, 0), ('Dropout', 625, 0), ('GELU', 625, 0), ('Dropout', 625, 0), ('Identity', 169, 0), ('GELU', 169, 0), ('Dropout', 169, 0), ('GELU', 169, 0), ('Dropout', 169, 0), ('Identity', 169, 0), ('GELU', 169, 0), ('Dropout', 169, 0), ('GELU', 169, 0), ('Dropout', 169, 0), ('Identity', 49, 0), ('GELU', 49, 0), ('Dropout', 49, 0), ('GELU', 49, 0), ('Dropout', 49, 0)]",GELU,320315,0,12,2185,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:528_depth:15_arch:gradual_base_filters:32_batch:38_input_size:194_act:mish_dropout:0.261367630502634_dropout:False_batchnorm:False.out,0,"[('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0), ('Mish', 37636, 0)]",Mish,564540,0,38,29891,91.83076923076923,0.9241538461538461,0.9452500000000007,0.41210714285714284,0.07291666666666667,0,0,0,0,0
input_channels:1_num_classes:590_depth:5_arch:uniform_base_filters:47_batch:40_input_size:142_act:selu_dropout:0.20120232463399215_dropout:True_batchnorm:True.out,0,"[('SELU', 20164, 0), ('Dropout', 20164, 0), ('SELU', 20164, 0), ('Dropout', 20164, 0), ('SELU', 20164, 0), ('Dropout', 20164, 0), ('SELU', 20164, 0), ('Dropout', 20164, 0), ('SELU', 20164, 0), ('Dropout', 20164, 0)]",SELU,201640,0,40,5005,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:10_depth:12_arch:gradual_base_filters:94_batch:26_input_size:46_act:relu_dropout:0.22705948392912126_dropout:False_batchnorm:True.out,0,"[('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0), ('ReLU', 2116, 0)]",ReLU,25392,0,26,3611,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:560_depth:3_arch:bottleneck_base_filters:119_batch:6_input_size:66_act:swish_dropout:0.22908935906053043_dropout:True_batchnorm:True.out,0,"[('SiLU', 4356, 0), ('Dropout', 4356, 0), ('SiLU', 4356, 0), ('Dropout', 4356, 0), ('SiLU', 4356, 0), ('Dropout', 4356, 0)]",SiLU,26136,0,6,2251,85.19047619047619,0.8196718749999998,0.7442181818181816,0.36863636363636376,0.033999999999999975,0,0,0,0,0
input_channels:3_num_classes:800_depth:29_arch:pyramid_base_filters:26_batch:6_input_size:92_act:prelu_dropout:0.14720633868612643_dropout:True_batchnorm:False.out,0,"[('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0), ('PReLU', 8464, 0), ('Dropout', 8464, 0)]",PReLU,490912,0,6,11231,93.93650793650794,0.9267343749999996,0.9393620689655172,0.24212068965517247,0.006368421052631584,0,0,0,0,0
input_channels:1_num_classes:40_depth:23_arch:residual_base_filters:118_batch:30_input_size:80_act:relu_dropout:0.1896812505587463_dropout:True_batchnorm:True.out,0,"[('ReLU', 6400, 0), ('Dropout', 6400, 0), ('ReLU', 6400, 0), ('Dropout', 6400, 0), ('ReLU', 1600, 0), ('Dropout', 1600, 0), ('ReLU', 1600, 0), ('Dropout', 1600, 0), ('ReLU', 1600, 0), ('Dropout', 1600, 0), ('ReLU', 1600, 0), ('Dropout', 1600, 0), ('ReLU', 400, 0), ('Dropout', 400, 0), ('ReLU', 400, 0), ('Dropout', 400, 0), ('ReLU', 400, 0), ('Dropout', 400, 0), ('ReLU', 400, 0), ('Dropout', 400, 0), ('ReLU', 100, 0), ('Dropout', 100, 0), ('ReLU', 100, 0), ('Dropout', 100, 0), ('ReLU', 100, 0), ('Dropout', 100, 0), ('ReLU', 100, 0), ('Dropout', 100, 0), ('ReLU', 25, 0), ('Dropout', 25, 0), ('ReLU', 25, 0), ('Dropout', 25, 0)]",ReLU,42500,0,30,3763,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:206_depth:15_arch:gradual_base_filters:84_batch:40_input_size:180_act:tanh_dropout:0.24401401980736015_dropout:True_batchnorm:True.out,0,"[('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0), ('Tanh', 32400, 0), ('Dropout', 32400, 0)]",Tanh,972000,0,40,39271,25.6,0.07585714285714286,0.1865,0.07250000000000001,0.018,0,0,0,0,0
input_channels:3_num_classes:144_depth:16_arch:gradual_base_filters:120_batch:62_input_size:70_act:prelu_dropout:0.2926956641591097_dropout:True_batchnorm:True.out,0,"[('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0), ('PReLU', 4900, 0), ('Dropout', 4900, 0)]",PReLU,156800,0,62,27037,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:278_depth:15_arch:dense_base_filters:21_batch:12_input_size:164_act:gelu_dropout:0.4947146067886302_dropout:False_batchnorm:False.out,0,"[('GELU', 26896, 0), ('GELU', 26896, 0), ('GELU', 26896, 0), ('GELU', 26896, 0), ('ReLU', 26896, 0), ('GELU', 6724, 0), ('GELU', 6724, 0), ('GELU', 6724, 0), ('GELU', 6724, 0), ('GELU', 6724, 0), ('GELU', 6724, 0), ('GELU', 6724, 0), ('GELU', 6724, 0)]",GELU,188272,0,12,4081,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:602_depth:17_arch:pyramid_base_filters:120_batch:6_input_size:72_act:tanh_dropout:0.24139773773871182_dropout:True_batchnorm:True.out,0,"[('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0), ('Tanh', 5184, 0), ('Dropout', 5184, 0)]",Tanh,176256,0,6,8097,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:967_depth:1_arch:uniform_base_filters:16_batch:50_input_size:152_act:selu_dropout:0.4234466825055473_dropout:False_batchnorm:True.out,0,"[('SELU', 23104, 0)]",SELU,23104,0,50,2117,31.047619047619047,0.2587538461538461,0.09474137931034482,0.04624137931034481,0.02398275862068966,0,0,0,0,0
input_channels:3_num_classes:155_depth:6_arch:dense_base_filters:26_batch:62_input_size:144_act:relu_dropout:0.27257283584644365_dropout:False_batchnorm:True.out,0,"[('ReLU', 20736, 0), ('ReLU', 20736, 0), ('ReLU', 20736, 0), ('ReLU', 20736, 0)]",ReLU,82944,0,62,6713,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:443_depth:11_arch:residual_base_filters:107_batch:24_input_size:24_act:mish_dropout:0.4585275602470451_dropout:True_batchnorm:False.out,0,"[('Identity', 576, 0), ('Mish', 576, 0), ('Dropout', 576, 0), ('Mish', 576, 0), ('Dropout', 576, 0), ('Identity', 144, 0), ('Mish', 144, 0), ('Dropout', 144, 0), ('Mish', 144, 0), ('Dropout', 144, 0), ('Identity', 144, 0), ('Mish', 144, 0), ('Dropout', 144, 0), ('Mish', 144, 0), ('Dropout', 144, 0), ('Identity', 36, 0), ('Mish', 36, 0), ('Dropout', 36, 0), ('Mish', 36, 0), ('Dropout', 36, 0)]",Mish,4500,0,24,1811,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:893_depth:13_arch:gradual_base_filters:80_batch:2_input_size:158_act:relu_dropout:0.1017436294834059_dropout:True_batchnorm:True.out,0,"[('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0), ('ReLU', 24964, 0), ('Dropout', 24964, 0)]",ReLU,649064,0,2,3751,93.59375,0.923921874999999,0.8575357142857144,0.34855357142857135,0.01679245283018869,0,0,0,0,0
input_channels:1_num_classes:115_depth:20_arch:hourglass_base_filters:60_batch:40_input_size:178_act:tanh_dropout:0.47400392643975786_dropout:False_batchnorm:True.out,0,"[('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0), ('Tanh', 31684, 0)]",Tanh,633680,0,40,37197,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:535_depth:12_arch:residual_base_filters:113_batch:10_input_size:48_act:elu_dropout:0.16202355713500044_dropout:False_batchnorm:False.out,0,"[('Identity', 2304, 0), ('ELU', 2304, 0), ('ELU', 2304, 0), ('Identity', 576, 0), ('ELU', 576, 0), ('ELU', 576, 0), ('Identity', 576, 0), ('ELU', 576, 0), ('ELU', 576, 0), ('Identity', 144, 0), ('ELU', 144, 0), ('ELU', 144, 0), ('Identity', 144, 0), ('ELU', 144, 0), ('ELU', 144, 0), ('Identity', 36, 0), ('ELU', 36, 0), ('ELU', 36, 0)]",ELU,11340,0,10,1979,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:219_depth:11_arch:gradual_base_filters:63_batch:26_input_size:8_act:relu_dropout:0.2810182220107227_dropout:False_batchnorm:False.out,0,"[('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0), ('ReLU', 64, 0)]",ReLU,704,0,26,1779,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:46_depth:4_arch:uniform_base_filters:102_batch:14_input_size:42_act:prelu_dropout:0.23329087332715398_dropout:False_batchnorm:True.out,0,"[('PReLU', 1764, 0), ('PReLU', 1764, 0), ('PReLU', 1764, 0), ('PReLU', 1764, 0)]",PReLU,7056,0,14,1913,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:395_depth:18_arch:dense_base_filters:33_batch:16_input_size:42_act:softplus_dropout:0.13773638693442358_dropout:False_batchnorm:False.out,0,"[('Softplus', 1764, 0), ('Softplus', 1764, 0), ('Softplus', 1764, 0), ('Softplus', 1764, 0), ('ReLU', 1764, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0), ('Softplus', 441, 0)]",Softplus,14112,0,16,1959,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:522_depth:23_arch:dense_base_filters:49_batch:50_input_size:162_act:mish_dropout:0.3222701473635804_dropout:False_batchnorm:False.out,0,"[('Mish', 26244, 0), ('Mish', 26244, 0), ('Mish', 26244, 0), ('Mish', 26244, 0), ('ReLU', 26244, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0), ('Mish', 6561, 0)]",Mish,236196,0,50,16455,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:705_depth:13_arch:bottleneck_base_filters:57_batch:60_input_size:40_act:leaky_relu_dropout:0.2447076347410825_dropout:False_batchnorm:False.out,0,"[('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0), ('LeakyReLU', 1600, 0)]",LeakyReLU,20800,0,60,9583,92.890625,0.9298412698412694,0.9653148148148145,0.23592592592592593,0.004928571428571431,0,0,0,0,0
input_channels:1_num_classes:318_depth:14_arch:bottleneck_base_filters:86_batch:58_input_size:118_act:leaky_relu_dropout:0.2746576649636117_dropout:True_batchnorm:False.out,0,"[('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0), ('LeakyReLU', 13924, 0), ('Dropout', 13924, 0)]",LeakyReLU,389872,0,58,37977,0,0,0,0,0,0,0,0,0,0
