Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Batch Normalization Layers,Dropout Layers,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:4005_output:468_depth:4_arch:uniform_batch:194_act:mish_dropout:0.12931288257540322_dropout:True_batchnorm:False.out,5,"[(4005, 16044030), (4005, 0), (4005, 0), (4005, 16044030), (4005, 0), (4005, 0), (4005, 16044030), (4005, 0), (4005, 0), (4005, 16044030), (4005, 0), (4005, 0), (468, 1874808), (468, 0)]",Mish,48996,66050928,194,0,4,2817,78.66666666666667,0.7790645161290325,0.7259137931034483,0.30577586206896556,0.3672931034482758
input:2788_output:461_depth:8_arch:uniform_batch:469_act:mish_dropout:0.23670371723936828_dropout:False_batchnorm:True.out,9,"[(2788, 7775732), (2788, 5576), (2788, 0), (2788, 7775732), (2788, 5576), (2788, 0), (2788, 7775732), (2788, 5576), (2788, 0), (2788, 7775732), (2788, 5576), (2788, 0), (2788, 7775732), (2788, 5576), (2788, 0), (2788, 7775732), (2788, 5576), (2788, 0), (2788, 7775732), (2788, 5576), (2788, 0), (2788, 7775732), (2788, 5576), (2788, 0), (461, 1285729), (461, 0)]",Mish,67834,63536193,469,8,0,2827,76.3125,0.7282656250000001,0.7033333333333333,0.30780701754385975,0.457767857142857
input:973_output:146_depth:2_arch:gradual_batch:968_act:elu_dropout:0.37153540967846765_dropout:False_batchnorm:True.out,3,"[(560, 545440), (560, 1120), (560, 0), (147, 82467), (147, 294), (147, 0), (146, 21608), (146, 0)]",ELU,2413,650929,968,2,0,1477,17.03174603174603,0.141,0.05976363636363637,0.01145454545454546,0.037754716981132065
input:3694_output:567_depth:7_arch:bottleneck_batch:788_act:softplus_dropout:0.1726036685565841_dropout:True_batchnorm:True.out,9,"[(1847, 6824665), (1847, 3694), (1847, 0), (1847, 0), (923, 1705704), (923, 1846), (923, 0), (923, 0), (567, 523908), (567, 1134), (567, 0), (567, 0), (567, 322056), (567, 1134), (567, 0), (567, 0), (567, 322056), (567, 1134), (567, 0), (567, 0), (567, 322056), (567, 1134), (567, 0), (567, 0), (567, 322056), (567, 1134), (567, 0), (567, 0), (567, 322056), (567, 1134), (567, 0), (567, 0), (567, 322056), (567, 0)]",Softplus,25822,10998957,788,8,8,1729,39.0,0.33673015873015866,0.26535714285714285,0.06919642857142855,0.17996491228070172
input:2482_output:599_depth:9_arch:gradual_batch:599_act:leaky_relu_dropout:0.24514678490953612_dropout:False_batchnorm:False.out,10,"[(2273, 5643859), (2273, 0), (2064, 4693536), (2064, 0), (1855, 3830575), (1855, 0), (1646, 3054976), (1646, 0), (1437, 2366739), (1437, 0), (1228, 1765864), (1228, 0), (1019, 1252351), (1019, 0), (810, 826200), (810, 0), (601, 487411), (601, 0), (599, 360598), (599, 0)]",LeakyReLU,27064,24282109,599,0,0,1979,56.96774193548387,0.5412258064516129,0.49550943396226416,0.1815660377358491,0.3451607142857143
input:2668_output:282_depth:9_arch:pyramid_batch:940_act:gelu_dropout:0.1150755825782536_dropout:False_batchnorm:False.out,10,"[(1334, 3560446), (1334, 0), (667, 890445), (667, 0), (333, 222444), (333, 0), (282, 94188), (282, 0), (282, 79806), (282, 0), (282, 79806), (282, 0), (282, 79806), (282, 0), (282, 79806), (282, 0), (282, 79806), (282, 0), (282, 79806), (282, 0)]",GELU,8616,5246359,940,0,0,1599,34.92063492063492,0.30223809523809525,0.24071153846153845,0.051596153846153854,0.16574074074074072
input:130_output:25_depth:9_arch:bottleneck_batch:233_act:gelu_dropout:0.426486648694291_dropout:True_batchnorm:False.out,11,"[(65, 8515), (65, 0), (65, 0), (32, 2112), (32, 0), (32, 0), (25, 825), (25, 0), (25, 0), (25, 650), (25, 0), (25, 0), (25, 650), (25, 0), (25, 0), (25, 650), (25, 0), (25, 0), (25, 650), (25, 0), (25, 0), (25, 650), (25, 0), (25, 0), (25, 650), (25, 0), (25, 0), (25, 650), (25, 0), (25, 0), (25, 650), (25, 0)]",GELU,941,16652,233,0,10,1453,31.096774193548388,0.3020483870967742,0.01276923076923078,0.0010000000000000007,0.0010000000000000007
input:3754_output:549_depth:8_arch:gradual_batch:976_act:identity_dropout:0.18114119523945393_dropout:False_batchnorm:False.out,9,"[(3354, 12594270), (3354, 0), (2954, 9910670), (2954, 0), (2554, 7547070), (2554, 0), (2154, 5503470), (2154, 0), (1754, 3779870), (1754, 0), (1354, 2376270), (1354, 0), (954, 1292670), (954, 0), (554, 529070), (554, 0), (549, 304695), (549, 0)]",Identity,32362,43838055,976,0,0,2427,60.71875,0.5972580645161292,0.5721428571428573,0.18430357142857143,0.44649122807017544
input:3676_output:513_depth:10_arch:uniform_batch:301_act:elu_dropout:0.32517307013242136_dropout:True_batchnorm:True.out,11,"[(3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (3676, 13516652), (3676, 7352), (3676, 0), (3676, 0), (513, 1886301), (513, 0)]",ELU,148066,137126341,301,10,10,4293,85.09677419354838,0.8438548387096777,0.8115818181818182,0.3632545454545454,0.4845454545454544
input:2085_output:356_depth:7_arch:bottleneck_batch:580_act:leaky_relu_dropout:0.21915785717927352_dropout:True_batchnorm:True.out,9,"[(1042, 2173612), (1042, 2084), (1042, 0), (1042, 0), (521, 543403), (521, 1042), (521, 0), (521, 0), (356, 185832), (356, 712), (356, 0), (356, 0), (356, 127092), (356, 712), (356, 0), (356, 0), (356, 127092), (356, 712), (356, 0), (356, 0), (356, 127092), (356, 712), (356, 0), (356, 0), (356, 127092), (356, 712), (356, 0), (356, 0), (356, 127092), (356, 712), (356, 0), (356, 0), (356, 127092), (356, 0)]",LeakyReLU,15508,3672797,580,8,8,1545,36.18032786885246,0.32785483870967735,0.19481818181818183,0.03734545454545455,0.10973214285714285
input:3872_output:951_depth:8_arch:pyramid_batch:528_act:selu_dropout:0.3666019881638558_dropout:False_batchnorm:True.out,9,"[(1936, 7498128), (1936, 3872), (1936, 0), (968, 1875016), (968, 1936), (968, 0), (951, 921519), (951, 1902), (951, 0), (951, 905352), (951, 1902), (951, 0), (951, 905352), (951, 1902), (951, 0), (951, 905352), (951, 1902), (951, 0), (951, 905352), (951, 1902), (951, 0), (951, 905352), (951, 1902), (951, 0), (951, 905352), (951, 0)]",SELU,27732,15743995,528,8,0,1801,47.698412698412696,0.42844444444444457,0.35970909090909103,0.12474545454545459,0.2250185185185185
input:2528_output:456_depth:3_arch:pyramid_batch:283_act:swish_dropout:0.48897682705865_dropout:True_batchnorm:False.out,4,"[(1264, 3196656), (1264, 0), (1264, 0), (632, 799480), (632, 0), (632, 0), (456, 288648), (456, 0), (456, 0), (456, 208392), (456, 0)]",SiLU,7968,4493176,283,0,3,1569,37.26984126984127,0.3278412698412698,0.2170181818181818,0.038545454545454556,0.13223636363636362
input:1829_output:149_depth:3_arch:uniform_batch:85_act:selu_dropout:0.1240343101360236_dropout:False_batchnorm:False.out,4,"[(1829, 3347070), (1829, 0), (1829, 3347070), (1829, 0), (1829, 3347070), (1829, 0), (149, 272670), (149, 0)]",SELU,11272,10313880,85,0,0,1665,52.476190476190474,0.4997142857142857,0.4080862068965518,0.12313793103448281,0.12513793103448267
input:3297_output:144_depth:2_arch:pyramid_batch:87_act:leaky_relu_dropout:0.3157938281734769_dropout:True_batchnorm:True.out,3,"[(1648, 5435104), (1648, 3296), (1648, 0), (1648, 0), (824, 1358776), (824, 1648), (824, 0), (824, 0), (144, 118800), (144, 0)]",LeakyReLU,10176,6917624,87,2,2,1607,38.54838709677419,0.34750793650793654,0.2522363636363637,0.060945454545454504,0.07309090909090905
input:2016_output:19_depth:9_arch:gradual_batch:504_act:selu_dropout:0.47615503416052873_dropout:True_batchnorm:False.out,10,"[(1795, 3620515), (1795, 0), (1795, 0), (1574, 2826904), (1574, 0), (1574, 0), (1353, 2130975), (1353, 0), (1353, 0), (1132, 1532728), (1132, 0), (1132, 0), (911, 1032163), (911, 0), (911, 0), (690, 629280), (690, 0), (690, 0), (469, 324079), (469, 0), (469, 0), (248, 116560), (248, 0), (248, 0), (27, 6723), (27, 0), (27, 0), (19, 532), (19, 0)]",SELU,24635,12220459,504,0,9,1721,46.301587301587304,0.43569841269841253,0.3772166666666668,0.11984999999999998,0.23000000000000007
input:2090_output:359_depth:7_arch:pyramid_batch:94_act:identity_dropout:0.26157415121424954_dropout:False_batchnorm:True.out,8,"[(1045, 2185095), (1045, 2090), (1045, 0), (522, 546012), (522, 1044), (522, 0), (359, 187757), (359, 718), (359, 0), (359, 129240), (359, 718), (359, 0), (359, 129240), (359, 718), (359, 0), (359, 129240), (359, 718), (359, 0), (359, 129240), (359, 718), (359, 0), (359, 129240), (359, 0)]",Identity,10804,3571788,94,7,0,1529,38.29032258064516,0.3576825396825397,0.14688679245283007,0.026999999999999986,0.04590740740740741
input:1530_output:277_depth:9_arch:bottleneck_batch:329_act:selu_dropout:0.19546269202454197_dropout:False_batchnorm:False.out,11,"[(765, 1171215), (765, 0), (382, 292612), (382, 0), (277, 106091), (277, 0), (277, 77006), (277, 0), (277, 77006), (277, 0), (277, 77006), (277, 0), (277, 77006), (277, 0), (277, 77006), (277, 0), (277, 77006), (277, 0), (277, 77006), (277, 0), (277, 77006), (277, 0)]",SELU,7280,2185966,329,0,0,1511,37.23809523809524,0.3468412698412697,0.18633928571428574,0.025928571428571436,0.07767857142857144
input:1455_output:320_depth:9_arch:bottleneck_batch:775_act:selu_dropout:0.33796592689803023_dropout:True_batchnorm:False.out,11,"[(727, 1058512), (727, 0), (727, 0), (363, 264264), (363, 0), (363, 0), (320, 116480), (320, 0), (320, 0), (320, 102720), (320, 0), (320, 0), (320, 102720), (320, 0), (320, 0), (320, 102720), (320, 0), (320, 0), (320, 102720), (320, 0), (320, 0), (320, 102720), (320, 0), (320, 0), (320, 102720), (320, 0), (320, 0), (320, 102720), (320, 0), (320, 0), (320, 102720), (320, 0)]",SELU,11590,2261016,775,0,10,1525,33.095238095238095,0.3192857142857144,0.20119230769230773,0.04101923076923076,0.10509433962264156
input:2694_output:392_depth:4_arch:gradual_batch:776_act:relu_dropout:0.4339703891307515_dropout:False_batchnorm:False.out,5,"[(2119, 5710705), (2119, 0), (1544, 3273280), (1544, 0), (969, 1497105), (969, 0), (394, 382180), (394, 0), (392, 154840), (392, 0)]",ReLU,10836,11018110,776,0,0,1705,36.03125,0.3182380952380953,0.3016964285714286,0.09280357142857146,0.20978571428571427
input:1957_output:394_depth:8_arch:uniform_batch:88_act:gelu_dropout:0.30692332928007227_dropout:True_batchnorm:True.out,9,"[(1957, 3831806), (1957, 3914), (1957, 0), (1957, 0), (1957, 3831806), (1957, 3914), (1957, 0), (1957, 0), (1957, 3831806), (1957, 3914), (1957, 0), (1957, 0), (1957, 3831806), (1957, 3914), (1957, 0), (1957, 0), (1957, 3831806), (1957, 3914), (1957, 0), (1957, 0), (1957, 3831806), (1957, 3914), (1957, 0), (1957, 0), (1957, 3831806), (1957, 3914), (1957, 0), (1957, 0), (1957, 3831806), (1957, 3914), (1957, 0), (1957, 0), (394, 771452), (394, 0)]",GELU,63412,31457212,88,8,8,2135,66.36507936507937,0.6453968253968254,0.5227017543859648,0.20256140350877203,0.17232758620689656
input:2234_output:290_depth:3_arch:gradual_batch:1020_act:relu_dropout:0.3933418749611298_dropout:False_batchnorm:True.out,4,"[(1586, 3544710), (1586, 3172), (1586, 0), (938, 1488606), (938, 1876), (938, 0), (290, 272310), (290, 580), (290, 0), (290, 84390), (290, 0)]",ReLU,9022,5395644,1020,3,0,1589,34.80952380952381,0.3104354838709677,0.2626842105263158,0.05207017543859651,0.1981052631578947
input:217_output:41_depth:6_arch:bottleneck_batch:1022_act:tanh_dropout:0.3543893333332703_dropout:True_batchnorm:False.out,8,"[(108, 23544), (108, 0), (108, 0), (54, 5886), (54, 0), (54, 0), (41, 2255), (41, 0), (41, 0), (41, 1722), (41, 0), (41, 0), (41, 1722), (41, 0), (41, 0), (41, 1722), (41, 0), (41, 0), (41, 1722), (41, 0), (41, 0), (41, 1722), (41, 0)]",Tanh,1183,40295,1022,0,7,1457,12.65079365079365,0.11785714285714281,0.026830188679245293,0.0024528301886792467,0.004333333333333336
input:2367_output:252_depth:4_arch:gradual_batch:812_act:mish_dropout:0.4070629448587221_dropout:False_batchnorm:True.out,5,"[(1839, 4354752), (1839, 3678), (1839, 0), (1311, 2412240), (1311, 2622), (1311, 0), (783, 1027296), (783, 1566), (783, 0), (255, 199920), (255, 510), (255, 0), (252, 64512), (252, 0)]",Mish,13068,8067096,812,4,0,1653,35.93650793650794,0.3234193548387096,0.2850555555555556,0.0618148148148148,0.20335849056603766
input:1432_output:180_depth:5_arch:gradual_batch:548_act:softplus_dropout:0.1889934103089407_dropout:False_batchnorm:True.out,6,"[(1182, 1693806), (1182, 2364), (1182, 0), (932, 1102556), (932, 1864), (932, 0), (682, 636306), (682, 1364), (682, 0), (432, 295056), (432, 864), (432, 0), (182, 78806), (182, 364), (182, 0), (180, 32940), (180, 0)]",Softplus,10590,3846290,548,5,0,1541,35.58730158730159,0.3262857142857144,0.23083636363636365,0.05530909090909089,0.13927272727272727
input:273_output:55_depth:8_arch:pyramid_batch:666_act:swish_dropout:0.3731197878438278_dropout:True_batchnorm:False.out,9,"[(136, 37264), (136, 0), (136, 0), (68, 9316), (68, 0), (68, 0), (55, 3795), (55, 0), (55, 0), (55, 3080), (55, 0), (55, 0), (55, 3080), (55, 0), (55, 0), (55, 3080), (55, 0), (55, 0), (55, 3080), (55, 0), (55, 0), (55, 3080), (55, 0), (55, 0), (55, 3080), (55, 0)]",SiLU,1712,68855,666,0,8,1457,19.774193548387096,0.18384126984126992,0.034807692307692324,0.0034615384615384642,0.005452830188679248
input:3191_output:434_depth:5_arch:pyramid_batch:986_act:elu_dropout:0.2029478492269453_dropout:True_batchnorm:False.out,6,"[(1595, 5091240), (1595, 0), (1595, 0), (797, 1272012), (797, 0), (797, 0), (434, 346332), (434, 0), (434, 0), (434, 188790), (434, 0), (434, 0), (434, 188790), (434, 0), (434, 0), (434, 188790), (434, 0)]",ELU,11950,7275954,986,0,5,1639,38.36507936507937,0.3080967741935484,0.2639056603773585,0.05875471698113209,0.19245283018867923
input:2298_output:144_depth:2_arch:uniform_batch:333_act:relu_dropout:0.39272437834956486_dropout:False_batchnorm:False.out,3,"[(2298, 5283102), (2298, 0), (2298, 5283102), (2298, 0), (144, 331056), (144, 0)]",ReLU,9480,10897260,333,0,0,1695,42.25396825396825,0.3920952380952381,0.3613999999999998,0.10590909090909088,0.20658490566037752
input:3681_output:482_depth:9_arch:bottleneck_batch:29_act:leaky_relu_dropout:0.326893044373064_dropout:False_batchnorm:True.out,11,"[(1840, 6774880), (1840, 3680), (1840, 0), (920, 1693720), (920, 1840), (920, 0), (482, 443922), (482, 964), (482, 0), (482, 232806), (482, 964), (482, 0), (482, 232806), (482, 964), (482, 0), (482, 232806), (482, 964), (482, 0), (482, 232806), (482, 964), (482, 0), (482, 232806), (482, 964), (482, 0), (482, 232806), (482, 964), (482, 0), (482, 232806), (482, 964), (482, 0), (482, 232806), (482, 0)]",LeakyReLU,20812,10788202,29,10,0,1661,38.645161290322584,0.37177419354838714,0.19641509433962262,0.05983018867924534,0.032884615384615366
input:2104_output:185_depth:4_arch:bottleneck_batch:273_act:prelu_dropout:0.15325781195211907_dropout:True_batchnorm:True.out,6,"[(1052, 2214460), (1052, 2104), (1052, 0), (1052, 0), (526, 553878), (526, 1052), (526, 0), (526, 0), (263, 138601), (263, 526), (263, 0), (263, 0), (185, 48840), (185, 370), (185, 0), (185, 0), (185, 34410), (185, 370), (185, 0), (185, 0), (185, 34410), (185, 0)]",PReLU,9214,3029021,273,5,5,1445,4.333333333333333,0.021,0,0,0
input:2749_output:544_depth:2_arch:bottleneck_batch:879_act:relu_dropout:0.15291745816702554_dropout:False_batchnorm:False.out,4,"[(1374, 3778500), (1374, 0), (687, 944625), (687, 0), (544, 374272), (544, 0), (544, 296480), (544, 0)]",ReLU,6298,5393877,879,0,0,1587,35.23809523809524,0.29577777777777775,0.25407843137254904,0.06533333333333335,0.19126415094339624
input:1714_output:255_depth:5_arch:bottleneck_batch:50_act:relu_dropout:0.37729231722872025_dropout:False_batchnorm:True.out,7,"[(857, 1469755), (857, 1714), (857, 0), (428, 367224), (428, 856), (428, 0), (255, 109395), (255, 510), (255, 0), (255, 65280), (255, 510), (255, 0), (255, 65280), (255, 510), (255, 0), (255, 65280), (255, 510), (255, 0), (255, 65280), (255, 0)]",ReLU,7425,2212104,50,6,0,1499,37.682539682539684,0.3664193548387098,0.09024528301886792,0.015037735849056615,0.023925925925925937
input:1902_output:43_depth:10_arch:pyramid_batch:494_act:leaky_relu_dropout:0.10157789956759192_dropout:False_batchnorm:False.out,11,"[(951, 1809753), (951, 0), (475, 452200), (475, 0), (237, 112812), (237, 0), (118, 28084), (118, 0), (59, 7021), (59, 0), (43, 2580), (43, 0), (43, 1892), (43, 0), (43, 1892), (43, 0), (43, 1892), (43, 0), (43, 1892), (43, 0), (43, 1892), (43, 0)]",LeakyReLU,4196,2421910,494,0,0,1517,36.58730158730159,0.3276190476190477,0.15341071428571426,0.028214285714285716,0.0919827586206897
input:2077_output:511_depth:4_arch:gradual_batch:233_act:swish_dropout:0.32706802314827177_dropout:True_batchnorm:False.out,5,"[(1686, 3503508), (1686, 0), (1686, 0), (1295, 2184665), (1295, 0), (1295, 0), (904, 1171584), (904, 0), (904, 0), (513, 464265), (513, 0), (513, 0), (511, 262654), (511, 0)]",SiLU,14216,7586676,233,0,4,1631,40.904761904761905,0.38243548387096776,0.30570909090909093,0.0697636363636364,0.14556140350877192
input:1735_output:177_depth:4_arch:uniform_batch:177_act:gelu_dropout:0.4436848212861556_dropout:False_batchnorm:True.out,5,"[(1735, 3011960), (1735, 3470), (1735, 0), (1735, 3011960), (1735, 3470), (1735, 0), (1735, 3011960), (1735, 3470), (1735, 0), (1735, 3011960), (1735, 3470), (1735, 0), (177, 307272), (177, 0)]",GELU,21174,12368992,177,4,0,1713,52.83870967741935,0.5089516129032259,0.39606896551724136,0.11308620689655181,0.18053448275862066
input:1175_output:83_depth:2_arch:bottleneck_batch:149_act:relu_dropout:0.37265961152176263_dropout:False_batchnorm:True.out,4,"[(587, 690312), (587, 1174), (587, 0), (293, 172284), (293, 586), (293, 0), (146, 42924), (146, 292), (146, 0), (83, 12201), (83, 0)]",ReLU,3244,919773,149,3,0,1477,37.03225806451613,0.3497258064516129,0.09037735849056604,0.015000000000000012,0.03309433962264153
input:1387_output:115_depth:8_arch:pyramid_batch:146_act:prelu_dropout:0.3116111512103118_dropout:True_batchnorm:True.out,9,"[(693, 961884), (693, 1386), (693, 0), (693, 0), (346, 240124), (346, 692), (346, 0), (346, 0), (173, 60031), (173, 346), (173, 0), (173, 0), (115, 20010), (115, 230), (115, 0), (115, 0), (115, 13340), (115, 230), (115, 0), (115, 0), (115, 13340), (115, 230), (115, 0), (115, 0), (115, 13340), (115, 230), (115, 0), (115, 0), (115, 13340), (115, 230), (115, 0), (115, 0), (115, 13340), (115, 0)]",PReLU,7378,1352323,146,8,8,1481,37.65079365079365,0.36358730158730157,0.06887037037037035,0.010000000000000005,0.021792452830188686
input:3462_output:574_depth:8_arch:pyramid_batch:730_act:swish_dropout:0.4148069993125416_dropout:False_batchnorm:True.out,9,"[(1731, 5994453), (1731, 3462), (1731, 0), (865, 1498180), (865, 1730), (865, 0), (574, 497084), (574, 1148), (574, 0), (574, 330050), (574, 1148), (574, 0), (574, 330050), (574, 1148), (574, 0), (574, 330050), (574, 1148), (574, 0), (574, 330050), (574, 1148), (574, 0), (574, 330050), (574, 1148), (574, 0), (574, 330050), (574, 0)]",SiLU,19268,9982097,730,8,0,1717,37.04838709677419,0.3117460317460317,0.2578750000000001,0.0710357142857143,0.16655357142857147
