Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:1035_output:142_depth:3_arch:gradual_batch:1000.out,4,"[('linear', 738, 764568), ('ReLU', 738, 0), ('linear', 441, 325899), ('ReLU', 441, 0), ('linear', 144, 63648), ('ReLU', 144, 0), ('linear', 142, 20590)]",ReLU,2788,1174705,1000,1495,20.82278481012658,0.18487012987012985,0.09931746031746035,0.017492063492063493,0.06961538461538459
input:2279_output:410_depth:8_arch:gradual_batch:822.out,9,"[('linear', 2046, 4664880), ('ReLU', 2046, 0), ('linear', 1813, 3711211), ('ReLU', 1813, 0), ('linear', 1580, 2866120), ('ReLU', 1580, 0), ('linear', 1347, 2129607), ('ReLU', 1347, 0), ('linear', 1114, 1501672), ('ReLU', 1114, 0), ('linear', 881, 982315), ('ReLU', 881, 0), ('linear', 648, 571536), ('ReLU', 648, 0), ('linear', 415, 269335), ('ReLU', 415, 0), ('linear', 410, 170560)]",ReLU,20098,16867236,822,1847,48.72727272727273,0.4430259740259742,0.40545833333333314,0.1169722222222222,0.3119452054794522
input:3758_output:154_depth:2_arch:uniform_batch:967.out,3,"[('linear', 3758, 14126322), ('ReLU', 3758, 0), ('linear', 3758, 14126322), ('ReLU', 3758, 0), ('linear', 154, 578886)]",ReLU,15186,28831530,967,2069,52.22077922077922,0.4741168831168831,0.4641428571428572,0.1773623188405797,0.3552898550724638
input:3254_output:784_depth:10_arch:pyramid_batch:181.out,11,"[('linear', 1627, 5295885), ('ReLU', 1627, 0), ('linear', 813, 1323564), ('ReLU', 813, 0), ('linear', 784, 638176), ('ReLU', 784, 0), ('linear', 784, 615440), ('ReLU', 784, 0), ('linear', 784, 615440), ('ReLU', 784, 0), ('linear', 784, 615440), ('ReLU', 784, 0), ('linear', 784, 615440), ('ReLU', 784, 0), ('linear', 784, 615440), ('ReLU', 784, 0), ('linear', 784, 615440), ('ReLU', 784, 0), ('linear', 784, 615440), ('ReLU', 784, 0), ('linear', 784, 615440)]",ReLU,18208,12181145,181,1709,51.25974025974026,0.4688076923076923,0.3851594202898549,0.10176811594202896,0.154060606060606
input:835_output:7_depth:5_arch:uniform_batch:548.out,6,"[('linear', 835, 698060), ('ReLU', 835, 0), ('linear', 835, 698060), ('ReLU', 835, 0), ('linear', 835, 698060), ('ReLU', 835, 0), ('linear', 835, 698060), ('ReLU', 835, 0), ('linear', 835, 698060), ('ReLU', 835, 0), ('linear', 7, 5852)]",ReLU,8357,3496152,548,1537,35.79220779220779,0.3359871794871796,0.23129577464788742,0.05245070422535209,0.1608115942028985
input:2525_output:374_depth:5_arch:gradual_batch:498.out,6,"[('linear', 2095, 5291970), ('ReLU', 2095, 0), ('linear', 1665, 3489840), ('ReLU', 1665, 0), ('linear', 1235, 2057510), ('ReLU', 1235, 0), ('linear', 805, 994980), ('ReLU', 805, 0), ('linear', 375, 302250), ('ReLU', 375, 0), ('linear', 374, 140624)]",ReLU,12724,12277174,498,1717,43.794871794871796,0.39674358974358964,0.36535714285714294,0.10824285714285722,0.2315072463768116
input:4094_output:894_depth:7_arch:pyramid_batch:816.out,8,"[('linear', 2047, 8382465), ('ReLU', 2047, 0), ('linear', 1023, 2095104), ('ReLU', 1023, 0), ('linear', 894, 915456), ('ReLU', 894, 0), ('linear', 894, 800130), ('ReLU', 894, 0), ('linear', 894, 800130), ('ReLU', 894, 0), ('linear', 894, 800130), ('ReLU', 894, 0), ('linear', 894, 800130), ('ReLU', 894, 0), ('linear', 894, 800130)]",ReLU,15974,15393675,816,1805,41.91025641025641,0.3636883116883116,0.33154794520547964,0.11072222222222222,0.2293472222222224
input:1375_output:35_depth:7_arch:pyramid_batch:680.out,8,"[('linear', 687, 945312), ('ReLU', 687, 0), ('linear', 343, 235984), ('ReLU', 343, 0), ('linear', 171, 58824), ('ReLU', 171, 0), ('linear', 85, 14620), ('ReLU', 85, 0), ('linear', 42, 3612), ('ReLU', 42, 0), ('linear', 35, 1505), ('ReLU', 35, 0), ('linear', 35, 1260), ('ReLU', 35, 0), ('linear', 35, 1260)]",ReLU,2831,1262377,680,1477,28.346153846153847,0.25146153846153846,0.11038461538461537,0.021107692307692317,0.06390909090909092
input:748_output:76_depth:6_arch:pyramid_batch:568.out,7,"[('linear', 374, 280126), ('ReLU', 374, 0), ('linear', 187, 70125), ('ReLU', 187, 0), ('linear', 93, 17484), ('ReLU', 93, 0), ('linear', 76, 7144), ('ReLU', 76, 0), ('linear', 76, 5852), ('ReLU', 76, 0), ('linear', 76, 5852), ('ReLU', 76, 0), ('linear', 76, 5852)]",ReLU,1840,392435,568,1475,20.794871794871796,0.1899358974358974,0.05713432835820896,0.007343283582089558,0.022850746268656724
input:2730_output:407_depth:8_arch:uniform_batch:54.out,9,"[('linear', 2730, 7455630), ('ReLU', 2730, 0), ('linear', 2730, 7455630), ('ReLU', 2730, 0), ('linear', 2730, 7455630), ('ReLU', 2730, 0), ('linear', 2730, 7455630), ('ReLU', 2730, 0), ('linear', 2730, 7455630), ('ReLU', 2730, 0), ('linear', 2730, 7455630), ('ReLU', 2730, 0), ('linear', 2730, 7455630), ('ReLU', 2730, 0), ('linear', 2730, 7455630), ('ReLU', 2730, 0), ('linear', 407, 1111517)]",ReLU,44087,60756557,54,2699,83.89873417721519,0.831423076923077,0.7684117647058827,0.38401470588235315,0.20929411764705894
input:548_output:59_depth:4_arch:gradual_batch:503.out,5,"[('linear', 426, 233874), ('ReLU', 426, 0), ('linear', 304, 129808), ('ReLU', 304, 0), ('linear', 182, 55510), ('ReLU', 182, 0), ('linear', 60, 10980), ('ReLU', 60, 0), ('linear', 59, 3599)]",ReLU,2003,433771,503,1459,22.025316455696203,0.2061025641025641,0.06423529411764706,0.008352941176470594,0.027955882352941188
input:987_output:63_depth:9_arch:uniform_batch:95.out,10,"[('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 987, 975156), ('ReLU', 987, 0), ('linear', 63, 62244)]",ReLU,17829,8838648,95,1637,47.63636363636363,0.45948717948717954,0.3375588235294118,0.07711764705882351,0.09101428571428571
input:1183_output:196_depth:7_arch:gradual_batch:483.out,8,"[('linear', 1042, 1233728), ('ReLU', 1042, 0), ('linear', 901, 939743), ('ReLU', 901, 0), ('linear', 760, 685520), ('ReLU', 760, 0), ('linear', 619, 471059), ('ReLU', 619, 0), ('linear', 478, 296360), ('ReLU', 478, 0), ('linear', 337, 161423), ('ReLU', 337, 0), ('linear', 196, 66248), ('ReLU', 196, 0), ('linear', 196, 38612)]",ReLU,8862,3892693,483,1541,37.282051282051285,0.34533333333333344,0.23411594202898545,0.055376811594202845,0.14512857142857138
input:864_output:214_depth:5_arch:pyramid_batch:270.out,6,"[('linear', 432, 373680), ('ReLU', 432, 0), ('linear', 216, 93528), ('ReLU', 216, 0), ('linear', 214, 46438), ('ReLU', 214, 0), ('linear', 214, 46010), ('ReLU', 214, 0), ('linear', 214, 46010), ('ReLU', 214, 0), ('linear', 214, 46010)]",ReLU,2794,651676,270,1477,32.103896103896105,0.29746753246753244,0.09132812500000002,0.008890625000000004,0.03289062500000001
input:2016_output:222_depth:5_arch:bottleneck_batch:70.out,7,"[('linear', 1008, 2033136), ('ReLU', 1008, 0), ('linear', 504, 508536), ('ReLU', 504, 0), ('linear', 252, 127260), ('ReLU', 252, 0), ('linear', 222, 56166), ('ReLU', 222, 0), ('linear', 222, 49506), ('ReLU', 222, 0), ('linear', 222, 49506), ('ReLU', 222, 0), ('linear', 222, 49506)]",ReLU,5082,2873616,70,1517,38.701298701298704,0.3634230769230772,0.12633333333333333,0.022855072463768094,0.04311764705882355
input:1206_output:203_depth:10_arch:uniform_batch:926.out,11,"[('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 1206, 1455642), ('ReLU', 1206, 0), ('linear', 203, 245021)]",ReLU,24323,14801441,926,1817,46.688311688311686,0.45079220779220786,0.4073750000000001,0.13963888888888887,0.3064583333333334
input:1457_output:220_depth:8_arch:bottleneck_batch:220.out,10,"[('linear', 728, 1061424), ('ReLU', 728, 0), ('linear', 364, 265356), ('ReLU', 364, 0), ('linear', 220, 80300), ('ReLU', 220, 0), ('linear', 220, 48620), ('ReLU', 220, 0), ('linear', 220, 48620), ('ReLU', 220, 0), ('linear', 220, 48620), ('ReLU', 220, 0), ('linear', 220, 48620), ('ReLU', 220, 0), ('linear', 220, 48620), ('ReLU', 220, 0), ('linear', 220, 48620), ('ReLU', 220, 0), ('linear', 220, 48620)]",ReLU,5484,1747420,220,1499,37.53846153846154,0.3518461538461538,0.12698591549295776,0.016619718309859154,0.0511857142857143
input:1960_output:478_depth:7_arch:pyramid_batch:332.out,8,"[('linear', 980, 1921780), ('ReLU', 980, 0), ('linear', 490, 480690), ('ReLU', 490, 0), ('linear', 478, 234698), ('ReLU', 478, 0), ('linear', 478, 228962), ('ReLU', 478, 0), ('linear', 478, 228962), ('ReLU', 478, 0), ('linear', 478, 228962), ('ReLU', 478, 0), ('linear', 478, 228962), ('ReLU', 478, 0), ('linear', 478, 228962)]",ReLU,8198,3781978,332,1543,37.84415584415584,0.34101298701298693,0.20496969696969697,0.035303030303030315,0.11747058823529419
input:2540_output:392_depth:10_arch:pyramid_batch:877.out,11,"[('linear', 1270, 3227070), ('ReLU', 1270, 0), ('linear', 635, 807085), ('ReLU', 635, 0), ('linear', 392, 249312), ('ReLU', 392, 0), ('linear', 392, 154056), ('ReLU', 392, 0), ('linear', 392, 154056), ('ReLU', 392, 0), ('linear', 392, 154056), ('ReLU', 392, 0), ('linear', 392, 154056), ('ReLU', 392, 0), ('linear', 392, 154056), ('ReLU', 392, 0), ('linear', 392, 154056), ('ReLU', 392, 0), ('linear', 392, 154056), ('ReLU', 392, 0), ('linear', 392, 154056)]",ReLU,10474,5515915,877,1597,34.65384615384615,0.3093333333333334,0.23795588235294113,0.0521764705882353,0.16463076923076925
input:1131_output:39_depth:1_arch:gradual_batch:131.out,2,"[('linear', 39, 44148), ('ReLU', 39, 0), ('linear', 39, 1560)]",ReLU,117,45708,131,1453,23.126582278481013,0.2100769230769231,0.01400000000000001,0.0020000000000000013,0.003929577464788735
input:1339_output:149_depth:5_arch:uniform_batch:120.out,6,"[('linear', 1339, 1794260), ('ReLU', 1339, 0), ('linear', 1339, 1794260), ('ReLU', 1339, 0), ('linear', 1339, 1794260), ('ReLU', 1339, 0), ('linear', 1339, 1794260), ('ReLU', 1339, 0), ('linear', 1339, 1794260), ('ReLU', 1339, 0), ('linear', 149, 199660)]",ReLU,13539,9170960,120,1721,51.07692307692308,0.4921282051282053,0.3710294117647057,0.09616176470588249,0.1321159420289854
input:515_output:30_depth:8_arch:bottleneck_batch:418.out,10,"[('linear', 257, 132612), ('ReLU', 257, 0), ('linear', 128, 33024), ('ReLU', 128, 0), ('linear', 64, 8256), ('ReLU', 64, 0), ('linear', 32, 2080), ('ReLU', 32, 0), ('linear', 30, 990), ('ReLU', 30, 0), ('linear', 30, 930), ('ReLU', 30, 0), ('linear', 30, 930), ('ReLU', 30, 0), ('linear', 30, 930), ('ReLU', 30, 0), ('linear', 30, 930), ('ReLU', 30, 0), ('linear', 30, 930)]",ReLU,1292,181612,418,1455,25.376623376623378,0.23555844155844152,0.031999999999999994,0.0034637681159420315,0.010565217391304354
input:1731_output:22_depth:8_arch:bottleneck_batch:967.out,10,"[('linear', 865, 1498180), ('ReLU', 865, 0), ('linear', 432, 374112), ('ReLU', 432, 0), ('linear', 216, 93528), ('ReLU', 216, 0), ('linear', 108, 23436), ('ReLU', 108, 0), ('linear', 54, 5886), ('ReLU', 54, 0), ('linear', 27, 1485), ('ReLU', 27, 0), ('linear', 22, 616), ('ReLU', 22, 0), ('linear', 22, 506), ('ReLU', 22, 0), ('linear', 22, 506), ('ReLU', 22, 0), ('linear', 22, 506)]",ReLU,3558,1998761,967,1517,28.848101265822784,0.2514871794871794,0.13695522388059705,0.028194029850746264,0.09253846153846154
input:1100_output:121_depth:8_arch:bottleneck_batch:312.out,10,"[('linear', 550, 605550), ('ReLU', 550, 0), ('linear', 275, 151525), ('ReLU', 275, 0), ('linear', 137, 37812), ('ReLU', 137, 0), ('linear', 121, 16698), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762)]",ReLU,3497,900157,312,1479,33.67948717948718,0.31335897435897425,0.09797058823529411,0.011720588235294125,0.03919117647058826
input:1841_output:316_depth:6_arch:uniform_batch:739.out,7,"[('linear', 1841, 3391122), ('ReLU', 1841, 0), ('linear', 1841, 3391122), ('ReLU', 1841, 0), ('linear', 1841, 3391122), ('ReLU', 1841, 0), ('linear', 1841, 3391122), ('ReLU', 1841, 0), ('linear', 1841, 3391122), ('ReLU', 1841, 0), ('linear', 1841, 3391122), ('ReLU', 1841, 0), ('linear', 316, 582072)]",ReLU,22408,20928804,739,1907,54.392405063291136,0.5261038961038962,0.47252054794520537,0.13543835616438363,0.34833333333333344
input:3466_output:449_depth:6_arch:pyramid_batch:397.out,7,"[('linear', 1733, 6008311), ('ReLU', 1733, 0), ('linear', 866, 1501644), ('ReLU', 866, 0), ('linear', 449, 389283), ('ReLU', 449, 0), ('linear', 449, 202050), ('ReLU', 449, 0), ('linear', 449, 202050), ('ReLU', 449, 0), ('linear', 449, 202050), ('ReLU', 449, 0), ('linear', 449, 202050)]",ReLU,9239,8707438,397,1653,38.27272727272727,0.3287948717948718,0.27625373134328374,0.0667462686567164,0.15017647058823524
input:2493_output:432_depth:7_arch:pyramid_batch:467.out,8,"[('linear', 1246, 3107524), ('ReLU', 1246, 0), ('linear', 623, 776881), ('ReLU', 623, 0), ('linear', 432, 269568), ('ReLU', 432, 0), ('linear', 432, 187056), ('ReLU', 432, 0), ('linear', 432, 187056), ('ReLU', 432, 0), ('linear', 432, 187056), ('ReLU', 432, 0), ('linear', 432, 187056), ('ReLU', 432, 0), ('linear', 432, 187056)]",ReLU,8490,5089253,467,1577,36.87179487179487,0.3257564102564102,0.24080303030303035,0.046090909090909106,0.151296875
input:231_output:54_depth:6_arch:pyramid_batch:831.out,7,"[('linear', 115, 26680), ('ReLU', 115, 0), ('linear', 57, 6612), ('ReLU', 57, 0), ('linear', 54, 3132), ('ReLU', 54, 0), ('linear', 54, 2970), ('ReLU', 54, 0), ('linear', 54, 2970), ('ReLU', 54, 0), ('linear', 54, 2970), ('ReLU', 54, 0), ('linear', 54, 2970)]",ReLU,830,48304,831,1455,12.14102564102564,0.1119871794871795,0.025432835820895526,0.001985074626865673,0.004630769230769234
input:2571_output:358_depth:2_arch:gradual_batch:40.out,3,"[('linear', 1465, 3767980), ('ReLU', 1465, 0), ('linear', 359, 526294), ('ReLU', 359, 0), ('linear', 358, 128880)]",ReLU,4006,4423154,40,1543,38.278481012658226,0.36651282051282075,0.18971212121212125,0.04354545454545457,0.05143939393939398
input:3794_output:603_depth:3_arch:gradual_batch:22.out,4,"[('linear', 2731, 10364145), ('ReLU', 2731, 0), ('linear', 1668, 4556976), ('ReLU', 1668, 0), ('linear', 605, 1009745), ('ReLU', 605, 0), ('linear', 603, 365418)]",ReLU,10611,16296284,22,1783,58.27272727272727,0.5652948717948718,0.46949275362318854,0.22604347826086935,0.07015942028985507
input:3964_output:661_depth:9_arch:bottleneck_batch:586.out,11,"[('linear', 1982, 7858630), ('ReLU', 1982, 0), ('linear', 991, 1965153), ('ReLU', 991, 0), ('linear', 661, 655712), ('ReLU', 661, 0), ('linear', 661, 437582), ('ReLU', 661, 0), ('linear', 661, 437582), ('ReLU', 661, 0), ('linear', 661, 437582), ('ReLU', 661, 0), ('linear', 661, 437582), ('ReLU', 661, 0), ('linear', 661, 437582), ('ReLU', 661, 0), ('linear', 661, 437582), ('ReLU', 661, 0), ('linear', 661, 437582), ('ReLU', 661, 0), ('linear', 661, 437582)]",ReLU,17183,13980151,586,1741,41.962025316455694,0.3747662337662336,0.34747826086956507,0.09688405797101446,0.2151571428571429
input:1922_output:436_depth:10_arch:bottleneck_batch:748.out,12,"[('linear', 961, 1848003), ('ReLU', 961, 0), ('linear', 480, 461760), ('ReLU', 480, 0), ('linear', 436, 209716), ('ReLU', 436, 0), ('linear', 436, 190532), ('ReLU', 436, 0), ('linear', 436, 190532), ('ReLU', 436, 0), ('linear', 436, 190532), ('ReLU', 436, 0), ('linear', 436, 190532), ('ReLU', 436, 0), ('linear', 436, 190532), ('ReLU', 436, 0), ('linear', 436, 190532), ('ReLU', 436, 0), ('linear', 436, 190532), ('ReLU', 436, 0), ('linear', 436, 190532), ('ReLU', 436, 0), ('linear', 436, 190532)]",ReLU,11166,4234267,748,1581,35.66233766233766,0.321602564102564,0.21916666666666662,0.04368181818181818,0.14578260869565224
input:1638_output:60_depth:6_arch:pyramid_batch:145.out,7,"[('linear', 819, 1342341), ('ReLU', 819, 0), ('linear', 409, 335380), ('ReLU', 409, 0), ('linear', 204, 83640), ('ReLU', 204, 0), ('linear', 102, 20910), ('ReLU', 102, 0), ('linear', 60, 6180), ('ReLU', 60, 0), ('linear', 60, 3660), ('ReLU', 60, 0), ('linear', 60, 3660)]",ReLU,3368,1795771,145,1495,38.07692307692308,0.358576923076923,0.11047887323943664,0.018521126760563385,0.04348611111111118
input:3158_output:344_depth:7_arch:gradual_batch:729.out,8,"[('linear', 2756, 8706204), ('ReLU', 2756, 0), ('linear', 2354, 6489978), ('ReLU', 2354, 0), ('linear', 1952, 4596960), ('ReLU', 1952, 0), ('linear', 1550, 3027150), ('ReLU', 1550, 0), ('linear', 1148, 1780548), ('ReLU', 1148, 0), ('linear', 746, 857154), ('ReLU', 746, 0), ('linear', 344, 256968), ('ReLU', 344, 0), ('linear', 344, 118680)]",ReLU,22044,25833642,729,2005,54.822784810126585,0.5253506493506497,0.4721891891891893,0.1649864864864865,0.3523333333333335
input:1009_output:194_depth:10_arch:uniform_batch:614.out,11,"[('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 1009, 1019090), ('ReLU', 1009, 0), ('linear', 194, 195940)]",ReLU,20374,10386840,614,1675,44.73076923076923,0.41887179487179493,0.38027777777777766,0.1094027777777778,0.24767605633802814
input:841_output:116_depth:2_arch:bottleneck_batch:565.out,4,"[('linear', 420, 353640), ('ReLU', 420, 0), ('linear', 210, 88410), ('ReLU', 210, 0), ('linear', 116, 24476), ('ReLU', 116, 0), ('linear', 116, 13572)]",ReLU,1608,480098,565,1477,19.23076923076923,0.16800000000000004,0.06139705882352945,0.00744117647058824,0.03077272727272726
input:4091_output:411_depth:2_arch:pyramid_batch:748.out,3,"[('linear', 2045, 8368140), ('ReLU', 2045, 0), ('linear', 1022, 2091012), ('ReLU', 1022, 0), ('linear', 411, 420453)]",ReLU,6545,10879605,748,1717,37.38461538461539,0.30961038961038956,0.2781940298507463,0.0723731343283582,0.2094705882352941
input:23_output:2_depth:4_arch:pyramid_batch:693.out,5,"[('linear', 11, 264), ('ReLU', 11, 0), ('linear', 5, 60), ('ReLU', 5, 0), ('linear', 2, 12), ('ReLU', 2, 0), ('linear', 2, 6), ('ReLU', 2, 0), ('linear', 2, 6)]",ReLU,42,348,693,1451,14.333333333333334,0.13918181818181816,0.00210144927536232,0,0.0010000000000000007
input:623_output:135_depth:9_arch:bottleneck_batch:211.out,11,"[('linear', 311, 194064), ('ReLU', 311, 0), ('linear', 155, 48360), ('ReLU', 155, 0), ('linear', 135, 21060), ('ReLU', 135, 0), ('linear', 135, 18360), ('ReLU', 135, 0), ('linear', 135, 18360), ('ReLU', 135, 0), ('linear', 135, 18360), ('ReLU', 135, 0), ('linear', 135, 18360), ('ReLU', 135, 0), ('linear', 135, 18360), ('ReLU', 135, 0), ('linear', 135, 18360), ('ReLU', 135, 0), ('linear', 135, 18360), ('ReLU', 135, 0), ('linear', 135, 18360)]",ReLU,3227,410364,211,1459,36.717948717948715,0.35735897435897446,0.07147761194029849,0.006731343283582094,0.01762318840579711
input:3402_output:483_depth:3_arch:bottleneck_batch:408.out,5,"[('linear', 1701, 5788503), ('ReLU', 1701, 0), ('linear', 850, 1446700), ('ReLU', 850, 0), ('linear', 483, 411033), ('ReLU', 483, 0), ('linear', 483, 233772), ('ReLU', 483, 0), ('linear', 483, 233772)]",ReLU,7517,8113780,408,1643,37.282051282051285,0.31956410256410256,0.27512162162162157,0.0602162162162162,0.15224657534246577
input:2433_output:349_depth:7_arch:uniform_batch:538.out,8,"[('linear', 2433, 5921922), ('ReLU', 2433, 0), ('linear', 2433, 5921922), ('ReLU', 2433, 0), ('linear', 2433, 5921922), ('ReLU', 2433, 0), ('linear', 2433, 5921922), ('ReLU', 2433, 0), ('linear', 2433, 5921922), ('ReLU', 2433, 0), ('linear', 2433, 5921922), ('ReLU', 2433, 0), ('linear', 2433, 5921922), ('ReLU', 2433, 0), ('linear', 349, 849466)]",ReLU,34411,42302920,538,2355,69.70886075949367,0.6838701298701299,0.6297260273972602,0.24812500000000007,0.4254696969696969
